id,observed_on_string,observed_on,scientific_name,common_name,observed_in
34419369,2012/09/14 9:31 AM PDT,2012-09-14,Corvus corax,Common Raven,Olympic National Park
34434459,2019/10/11 5:23 PM MST,2019-10-11,Passerculus sandwichensis,Savannah Sparrow,Olympic National Park
34434460,2019/10/11 5:23 PM MST,2019-10-11,Melospiza melodia,Song Sparrow,Olympic National Park
34434461,2019/10/12 8:43 AM MST,2019-10-12,Cyanocitta stelleri,Steller's Jay,Olympic National Park
34435027,2019/10/12 6:19 PM MST,2019-10-12,Ixoreus naevius,Varied Thrush,Olympic National Park
34810994,2017/05/27 6:39 PM EDT,2017-05-27,Perisoreus canadensis,Canada Jay,Olympic National Park
34833727,2019/10/05 1:26 PM PDT,2019-10-05,Perisoreus canadensis,Canada Jay,Olympic National Park
34845055,2013-07-28 13:25:27,2013-07-28,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
34860612,2011/09/11 11:03 AM CDT,2011-09-11,Perisoreus canadensis,Canada Jay,Olympic National Park
34860613,2011/09/11 10:58 AM CDT,2011-09-11,Perisoreus canadensis,Canada Jay,Olympic National Park
34860614,2011/09/09 12:12 PM CDT,2011-09-09,Cyanocitta stelleri,Steller's Jay,Olympic National Park
34860615,2011/09/09 1:13 PM CDT,2011-09-09,Loxia curvirostra,Red Crossbill,Olympic National Park
34860616,2011/09/09 1:14 PM CDT,2011-09-09,Loxia curvirostra,Red Crossbill,Olympic National Park
34860617,2011/09/09 11:31 AM CDT,2011-09-09,Perisoreus canadensis,Canada Jay,Olympic National Park
34860619,2011/09/09 11:09 AM CDT,2011-09-09,Cyanocitta stelleri,Steller's Jay,Olympic National Park
34962780,2019/10/22 1:55 PM -0800,2019-10-22,Corvus brachyrhynchos,American Crow,Olympic National Park
34962781,2019/10/22 4:45 PM -0800,2019-10-22,Colaptes auratus cafer,Northern Red-shafted Flicker,Olympic National Park
34965957,2019/10/23 3:52 PM -0800,2019-10-23,Perisoreus canadensis,Canada Jay,Olympic National Park
34965958,2019/10/23 3:43 PM -0800,2019-10-23,Ixoreus naevius,Varied Thrush,Olympic National Park
34984471,Sun Oct 27 2019 15:40:32 GMT-0700 (PDT),2019-10-27,Perisoreus canadensis,Canada Jay,Olympic National Park
34986457,2019/10/22 4:55 PM -0800,2019-10-22,Dryobates villosus,Hairy Woodpecker,Olympic National Park
35007763,Mon Oct 28 2019 07:12:56 GMT-0700 (PDT),2019-10-28,Ardea herodias,Great Blue Heron,Olympic National Park
35309853,2019/10/23 2:35 PM -0800,2019-10-23,Troglodytes pacificus,Pacific Wren,Olympic National Park
35472372,2017/07/06 1:05 PM UTC,2017-07-06,Corvus corax,Common Raven,Olympic National Park
35502653,2011/06/16 1:21 PM PDT,2011-06-16,Turdus migratorius,American Robin,Olympic National Park
35819003,Sat Mar 30 2019 16:35:57 GMT-0700 (PDT),2019-03-30,Perisoreus canadensis,Canada Jay,Olympic National Park
35926908,2011/06/15 2:45 PM PDT,2011-06-15,Anas platyrhynchos,Mallard,Olympic National Park
35955402,Tue Nov 19 2019 15:14:29 GMT-0800 (PST),2019-11-19,Perisoreus canadensis,Canada Jay,Olympic National Park
36145728,2008/08/08 5:48 PM PDT,2008-08-08,Perisoreus canadensis,Canada Jay,Olympic National Park
36315486,2019-12-02 5:05:27 AM CST,2019-12-02,Corvus corax,Common Raven,Olympic National Park
36664537,Sun May 06 2018 12:40:46 GMT-0400 (EDT),2018-05-06,Perisoreus canadensis,Canada Jay,Olympic National Park
37051769,2019/07/02 7:04 PM PDT,2019-07-02,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
37085205,2019/06/25 7:41 PM PDT,2019-06-25,Catharus guttatus,Hermit Thrush,Olympic National Park
37085367,2019/06/24 4:41 PM PDT,2019-06-24,Selasphorus rufus,Rufous Hummingbird,Olympic National Park
37172223,Fri Jul 12 2019 15:06:52 GMT-0400 (EDT),2019-07-12,Pandion haliaetus,Osprey,Olympic National Park
37571943,Sun Apr 07 2019 19:40:58 GMT-0400 (EDT),2019-04-07,Cyanocitta stelleri,Steller's Jay,Olympic National Park
37775023,2020-01-19 3:17:31 PM PST,2020-01-19,Corvus,Crows and Ravens,Olympic National Park
38001891,2019/07/31 7:16 AM AKDT,2019-07-31,Tringa incana,Wandering Tattler,Olympic National Park
38080480,2019/10/22 2:39 PM -0800,2019-10-22,Larus occidentalis,Western Gull,Olympic National Park
38080482,2019/10/22 2:22 PM -0800,2019-10-22,Larus californicus,California Gull,Olympic National Park
38125717,2013/07/15 1:45 PM CDT,2013-07-15,Anthus rubescens,American Pipit,Olympic National Park
38166161,2019/06/25 5:48 PM PDT,2019-06-25,Ixoreus naevius,Varied Thrush,Olympic National Park
38206565,2019/06/23 8:04 PM PDT,2019-06-23,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
38206753,2019/06/24 8:08 PM PDT,2019-06-24,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
38346302,Sat Jul 27 2019 14:32:15 GMT-0700 (PDT),2019-07-27,Strix varia,Barred Owl,Olympic National Park
38942370,2019/10/26 4:24 PM PDT,2019-10-26,Corvus corax,Common Raven,Olympic National Park
39022120,2020/02/16 2:17 PM PST,2020-02-16,Corvus corax,Common Raven,Olympic National Park
39022150,2020/02/18 9:49 AM PST,2020-02-18,Larus brachyrhynchus,Short-billed Gull,Olympic National Park
39022151,2020/02/18 1:05 PM PST,2020-02-18,Larus occidentalis,Western Gull,Olympic National Park
39022152,2020/02/18 12:57 PM PST,2020-02-18,Haematopus bachmani,Black Oystercatcher,Olympic National Park
39022167,2020/02/19 11:21 AM PST,2020-02-19,Troglodytes pacificus,Pacific Wren,Olympic National Park
39022168,2020/02/19 11:22 AM PST,2020-02-19,Ixoreus naevius,Varied Thrush,Olympic National Park
39022170,2020/02/19 11:31 AM PST,2020-02-19,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
39022178,2020/02/19 11:49 AM PST,2020-02-19,Melanitta perspicillata,Surf Scoter,Olympic National Park
39022183,2020/02/19 4:42 PM PST,2020-02-19,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
39214272,2019/05/26 10:08 AM PDT,2019-05-26,Cinclus mexicanus,American Dipper,Olympic National Park
39243304,Sun Feb 09 2020 11:34:14 GMT-0800 (PST),2020-02-09,Perisoreus canadensis,Canada Jay,Olympic National Park
39291716,2013/07/15 3:11 PM CDT,2013-07-15,Anthus rubescens,American Pipit,Olympic National Park
39560137,2019/10/23 4:01 PM PDT,2019-10-23,Corvus brachyrhynchos,American Crow,Olympic National Park
40067727,2019/04/25 2:27 PM PDT,2019-04-25,Corvus brachyrhynchos,American Crow,Olympic National Park
40067737,2019/04/25 2:35 PM PDT,2019-04-25,Leiothlypis celata,Orange-crowned Warbler,Olympic National Park
40067742,2019/04/25 2:42 PM PDT,2019-04-25,Cardellina pusilla,Wilson's Warbler,Olympic National Park
40067743,2019/04/25 2:30 PM PDT,2019-04-25,Zonotrichia leucophrys,White-crowned Sparrow,Olympic National Park
40281647,2018/08/01 2:43 PM UTC,2018-08-01,Perisoreus canadensis,Canada Jay,Olympic National Park
40281648,2018/08/01 2:45 PM UTC,2018-08-01,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
40574031,2020/03/22 10:36 AM PDT,2020-03-22,Troglodytes pacificus,Pacific Wren,Olympic National Park
40574033,2020/03/22 10:54 AM PDT,2020-03-22,Mergus merganser,Common Merganser,Olympic National Park
40592490,2020/03/20 12:01 PM PDT,2020-03-20,Cyanocitta stelleri,Steller's Jay,Olympic National Park
40592494,2020/03/20 12:05 PM PDT,2020-03-20,Turdus migratorius,American Robin,Olympic National Park
40592496,2020/03/20 1:18 PM PDT,2020-03-20,Ardea herodias,Great Blue Heron,Olympic National Park
40592497,2020/03/20 1:21 PM PDT,2020-03-20,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
40592498,2020/03/20 1:36 PM PDT,2020-03-20,Lophodytes cucullatus,Hooded Merganser,Olympic National Park
40592499,2020/03/20 2:21 PM PDT,2020-03-20,Haematopus bachmani,Black Oystercatcher,Olympic National Park
40592502,2020/03/20 3:57 PM PDT,2020-03-20,Dryobates villosus,Hairy Woodpecker,Olympic National Park
40592523,2020/03/21 2:11 PM PDT,2020-03-21,Lophodytes cucullatus,Hooded Merganser,Olympic National Park
40592527,2020/03/21 2:43 PM PDT,2020-03-21,Lophodytes cucullatus,Hooded Merganser,Olympic National Park
40592530,2020/03/21 2:52 PM PDT,2020-03-21,Aythya collaris,Ring-necked Duck,Olympic National Park
40592531,2020/03/21 2:55 PM PDT,2020-03-21,Aix sponsa,Wood Duck,Olympic National Park
40604634,Wed Mar 18 2020 09:28:41 GMT-0700 (PDT),2020-03-18,Anas platyrhynchos,Mallard,Olympic National Park
40938736,2010/07/07 6:57 PM HST,2010-07-07,Junco hyemalis,Dark-eyed Junco,Olympic National Park
40938737,2010/07/07 6:22 PM HST,2010-07-07,Corvus corax,Common Raven,Olympic National Park
41025111,2018/01/01 2:19 PM HST,2018-01-01,Catharus guttatus,Hermit Thrush,Olympic National Park
41025133,2017/12/31 1:25 PM HST,2017-12-31,Catharus guttatus,Hermit Thrush,Olympic National Park
41869950,Fri Apr 10 2020 13:27:29 GMT-0700 (PDT),2020-04-10,Anas platyrhynchos,Mallard,Olympic National Park
41980216,2015/07/04 6:44 PM PDT,2015-07-04,Corvus brachyrhynchos,American Crow,Olympic National Park
41980466,2015/07/04 9:37 PM PDT,2015-07-04,Hirundo rustica,Barn Swallow,Olympic National Park
42032932,2010/07/07 6:57 PM HST,2010-07-07,Junco hyemalis,Dark-eyed Junco,Olympic National Park
42093109,2015/06/03 11:12 AM CDT,2015-06-03,Ixoreus naevius,Varied Thrush,Olympic National Park
42093113,2015/06/03 12:28 PM CDT,2015-06-03,Strix varia,Barred Owl,Olympic National Park
42093122,2015/06/03 3:16 PM CDT,2015-06-03,Troglodytes pacificus,Pacific Wren,Olympic National Park
42117061,2015/06/07 1:57 PM CDT,2015-06-07,Regulus satrapa,Golden-crowned Kinglet,Olympic National Park
42117260,2015/06/07 4:36 PM CDT,2015-06-07,Junco hyemalis,Dark-eyed Junco,Olympic National Park
42117305,2015/06/07 6:04 PM CDT,2015-06-07,Eremophila alpestris,Horned Lark,Olympic National Park
42117306,2015/06/07 6:06 PM CDT,2015-06-07,Eremophila alpestris,Horned Lark,Olympic National Park
42117327,2015/06/07 6:40 PM CDT,2015-06-07,Anthus rubescens,American Pipit,Olympic National Park
42626777,2019/10/07 6:55 PM -0500,2019-10-07,Passerculus sandwichensis,Savannah Sparrow,Olympic National Park
42627863,2019/10/07 4:30 PM CDT,2019-10-07,Melospiza melodia,Song Sparrow,Olympic National Park
42705217,Sat Jul 20 2019 11:53:36 GMT-0400 (EDT),2019-07-20,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
42803530,2017/07/27 11:29 AM PDT,2017-07-27,Cyanocitta stelleri,Steller's Jay,Olympic National Park
42846981,2020-02-29T13:43:51-08:00,2020-02-29,Perisoreus canadensis,Canada Jay,Olympic National Park
42854263,2019-06-30T10:28:40-07:00,2019-06-30,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
42988780,2020-03-09 1:45:11 PM PDT,2020-03-09,Cinclus mexicanus,American Dipper,Olympic National Park
42988814,2020-03-09 2:21:10 PM PDT,2020-03-09,Cinclus mexicanus,American Dipper,Olympic National Park
44225114,Sat Jul 13 2019 15:22:14 GMT-0700 (PDT),2019-07-13,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
44441771,2019/10/22 2:21 PM -0800,2019-10-22,Larus californicus,California Gull,Olympic National Park
44441780,2019/10/22 2:22 PM -0800,2019-10-22,Larus occidentalis,Western Gull,Olympic National Park
44483179,2019-07-01 5:26:31 PM EDT,2019-07-01,Corvus corax,Common Raven,Olympic National Park
44568026,2017/08/25 11:49 AM UTC,2017-08-25,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
44684192,2020-05-02 4:00:00 PM PDT,2020-05-02,Histrionicus histrionicus,Harlequin Duck,Olympic National Park
44899578,2019/11/16 4:03 PM PST,2019-11-16,Anas platyrhynchos,Mallard,Olympic National Park
45135467,2019/08/09 1:44 PM EDT,2019-08-09,Cinclus mexicanus,American Dipper,Olympic National Park
45338436,2018/06/24 12:55 PM PDT,2018-06-24,Corvus brachyrhynchos,American Crow,Olympic National Park
45338437,2018/06/24 1:12 PM PDT,2018-06-24,Haematopus bachmani,Black Oystercatcher,Olympic National Park
45338439,2018/06/24 1:35 PM PDT,2018-06-24,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
45338444,2018/06/24 3:04 PM PDT,2018-06-24,Histrionicus histrionicus,Harlequin Duck,Olympic National Park
45338446,2018/06/24 3:17 PM PDT,2018-06-24,Nannopterum auritum,Double-crested Cormorant,Olympic National Park
45338449,2018/06/24 3:37 PM PDT,2018-06-24,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
45392714,2020/05/08 11:20 AM PDT,2020-05-08,Junco hyemalis,Dark-eyed Junco,Olympic National Park
45748971,2018/07/02 2:05 PM HST,2018-07-02,Eremophila alpestris,Horned Lark,Olympic National Park
46277966,2008/05/24 12:52 AM PDT,2008-05-24,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
46406643,2020-05-18 12:20:19 PM PDT,2020-05-18,Anas platyrhynchos,Mallard,Olympic National Park
46557481,Fri Sep 04 2015 11:49:43 GMT-0400 (EDT),2015-09-04,Bonasa umbellus,Ruffed Grouse,Olympic National Park
46557655,Sat Sep 05 2015 07:49:59 GMT-0400 (EDT),2015-09-05,Calidris alba,Sanderling,Olympic National Park
46753357,2020-05-21 11:27:55 AM PDT,2020-05-21,Dryobates villosus,Hairy Woodpecker,Olympic National Park
47182334,Sun May 24 2020 14:19:27 GMT-0700 (PDT),2020-05-24,Mergus merganser,Common Merganser,Olympic National Park
47182804,Sun May 24 2020 14:26:13 GMT-0700 (PDT),2020-05-24,Bucephala islandica,Barrow's Goldeneye,Olympic National Park
47232798,2019/08/05 1:20 PM HST,2019-08-05,Cinclus mexicanus,American Dipper,Olympic National Park
47419400,2020/05/22 11:32 AM PDT,2020-05-22,Zonotrichia leucophrys,White-crowned Sparrow,Olympic National Park
48366743,2020-06-03 12:00:28 PM PDT,2020-06-03,Bonasa umbellus,Ruffed Grouse,Olympic National Park
48975771,2020/06/08 1:08 PM CDT,2020-06-08,Perisoreus canadensis,Canada Jay,Olympic National Park
49474145,2020/03/23 9:57 AM PDT,2020-03-23,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
49474422,2020/03/23 10:08 AM PDT,2020-03-23,Calidris virgata,Surfbird,Olympic National Park
49474423,2020/03/23 10:09 AM PDT,2020-03-23,Nannopterum auritum,Double-crested Cormorant,Olympic National Park
49474424,2020/03/23 10:09 AM PDT,2020-03-23,Haematopus bachmani,Black Oystercatcher,Olympic National Park
50485705,Sun Jun 21 2020 14:35:38 GMT-0700 (PDT),2020-06-21,Eremophila alpestris,Horned Lark,Olympic National Park
50582338,Mon Jun 22 2020 11:46:01 GMT-0700 (PDT),2020-06-22,Anas platyrhynchos,Mallard,Olympic National Park
51185380,2020/06/26 1:11 PM PDT,2020-06-26,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
51313496,Sat Jun 27 2020 18:44:39 GMT-0700 (PDT),2020-06-27,Bonasa umbellus,Ruffed Grouse,Olympic National Park
51713784,2020-07-01 3:28:29 PM PDT,2020-07-01,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
51876007,2020/06/30 6:25 PM HST,2020-06-30,Junco hyemalis,Dark-eyed Junco,Olympic National Park
52129178,2017/09/01 6:09 PM,2017-09-01,Aix sponsa,Wood Duck,Olympic National Park
52129419,2017/09/02 12:08 PM,2017-09-02,Sitta canadensis,Red-breasted Nuthatch,Olympic National Park
52129551,2017/09/02 12:13 PM,2017-09-02,Haemorhous mexicanus,House Finch,Olympic National Park
52129669,2017/09/02 12:05 PM,2017-09-02,Poecile rufescens,Chestnut-backed Chickadee,Olympic National Park
52131354,2017/09/04 1:40 PM,2017-09-04,Melospiza melodia,Song Sparrow,Olympic National Park
52131459,2017/09/04 12:47 PM,2017-09-04,Pipilo maculatus,Spotted Towhee,Olympic National Park
52131576,2017/09/04 12:45 PM,2017-09-04,Dryobates pubescens,Downy Woodpecker,Olympic National Park
52131648,2017/09/04 12:30 PM,2017-09-04,Calypte anna,Anna's Hummingbird,Olympic National Park
52265333,Tue Jul 07 2020 08:12:42 GMT-0700 (PDT),2020-07-07,Dryobates villosus,Hairy Woodpecker,Olympic National Park
52266184,Mon Jul 06 2020 08:33:56 GMT-0700 (PDT),2020-07-06,Actitis macularius,Spotted Sandpiper,Olympic National Park
52266483,Mon Jul 06 2020 16:54:01 GMT-0700 (PDT),2020-07-06,Mergus merganser,Common Merganser,Olympic National Park
52341622,Sun Jun 28 2020 17:59:40 GMT-0700 (PDT),2020-06-28,Perisoreus canadensis,Canada Jay,Olympic National Park
52481971,Sun Jul 05 2020 17:04:39 GMT-0700 (PDT),2020-07-05,Gavia immer,Common Loon,Olympic National Park
52613119,Sat Jul 04 2020 18:40:38 GMT-0700 (PDT),2020-07-04,Bonasa umbellus,Ruffed Grouse,Olympic National Park
52754314,2020-07-09 4:07:43 PM PDT,2020-07-09,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
52863528,2020-07-08,2020-07-08,Colaptes auratus,Northern Flicker,Olympic National Park
54086871,Thu Jul 23 2020 12:18:47 GMT-0700 (PDT),2020-07-23,Anas platyrhynchos,Mallard,Olympic National Park
54096237,2020/07/20 5:08 PM MDT,2020-07-20,Cyanocitta stelleri,Steller's Jay,Olympic National Park
54096248,2020/07/20 5:17 PM MDT,2020-07-20,Bombycilla cedrorum,Cedar Waxwing,Olympic National Park
54096260,2020/07/20 5:21 PM MDT,2020-07-20,Cardellina pusilla,Wilson's Warbler,Olympic National Park
54104170,2020/07/20 5:58 PM MDT,2020-07-20,Histrionicus histrionicus,Harlequin Duck,Olympic National Park
54104171,2020/07/20 6:13 PM MDT,2020-07-20,Numenius phaeopus,Whimbrel,Olympic National Park
54104172,2020/07/20 6:14 PM MDT,2020-07-20,Haematopus bachmani,Black Oystercatcher,Olympic National Park
54104183,2020/07/20 6:33 PM MDT,2020-07-20,Corvus brachyrhynchos,American Crow,Olympic National Park
54104184,2020/07/20 6:35 PM MDT,2020-07-20,Histrionicus histrionicus,Harlequin Duck,Olympic National Park
54104191,2020/07/20 6:35 PM MDT,2020-07-20,Bucephala albeola,Bufflehead,Olympic National Park
54106112,2020/07/21 5:10 PM MDT,2020-07-21,Ardea herodias,Great Blue Heron,Olympic National Park
54117509,Fri Jul 17 2020 15:58:44 GMT-0700 (PDT),2020-07-17,Anas platyrhynchos,Mallard,Olympic National Park
54206093,2020-07-23 12:33:56 PM PDT,2020-07-23,Ixoreus naevius,Varied Thrush,Olympic National Park
54445644,2019/06/18 2:26 PM PDT,2019-06-18,Bucephala islandica,Barrow's Goldeneye,Olympic National Park
54487809,Sun Jul 26 2020 20:22:51 GMT-0700 (PDT),2020-07-26,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
54491445,Sat Jul 25 2020 20:24:04 GMT-0700 (PDT),2020-07-25,Cinclus mexicanus,American Dipper,Olympic National Park
54491451,Sat Jul 25 2020 20:28:27 GMT-0700 (PDT),2020-07-25,Histrionicus histrionicus,Harlequin Duck,Olympic National Park
54563360,2020/07/25 12:21 PM CST,2020-07-25,Zonotrichia leucophrys,White-crowned Sparrow,Olympic National Park
54565980,Tue Jul 14 2020 14:21:34 GMT-0500 (CDT),2020-07-14,Dryobates villosus,Hairy Woodpecker,Olympic National Park
54581620,2020/07/26 11:26 AM CST,2020-07-26,Corvus brachyrhynchos,American Crow,Olympic National Park
54581628,2020/07/26 11:50 AM CST,2020-07-26,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
54603715,2020/07/26 10:13 AM PDT,2020-07-26,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
54603740,2020/07/26 10:58 AM PDT,2020-07-26,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
54793303,Sat Jul 25 2020 20:28:27 GMT-0700 (PDT),2020-07-25,Histrionicus histrionicus,Harlequin Duck,Olympic National Park
54802824,2020/07/26 10:42 AM CDT,2020-07-26,Patagioenas fasciata,Band-tailed Pigeon,Olympic National Park
54802843,2020/07/26 12:43 PM CDT,2020-07-26,Selasphorus rufus,Rufous Hummingbird,Olympic National Park
54852616,Sat Jul 18 2020 11:19:10 GMT-0700 (PDT),2020-07-18,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
54891854,2020/07/30 1:38 PM CDT,2020-07-30,Falco sparverius,American Kestrel,Olympic National Park
55104654,2020/08/01 4:45 PM CDT,2020-08-01,Junco hyemalis,Dark-eyed Junco,Olympic National Park
55123861,2020-07-23 6:44:35 PM PDT,2020-07-23,Dryobates pubescens,Downy Woodpecker,Olympic National Park
55147199,2020-07-29 12:19:52 PM PDT,2020-07-29,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
55217886,2020/08/01 4:36 PM PDT,2020-08-01,Histrionicus histrionicus,Harlequin Duck,Olympic National Park
55244112,1996-12-14 11:11:32,1996-12-14,Perisoreus canadensis,Canada Jay,Olympic National Park
55461827,2018/08/02 12:48 PM CDT,2018-08-02,Coccothraustes vespertinus,Evening Grosbeak,Olympic National Park
55461828,2018/08/02 1:05 PM CDT,2018-08-02,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
55461829,2018/08/04 8:40 AM CDT,2018-08-04,Calypte anna,Anna's Hummingbird,Olympic National Park
55569035,2020-07-11 1:45:11 PM PDT,2020-07-11,Dendragapus fuliginosus,Sooty Grouse,Olympic National Park
55861813,2020/07/28 5:43 PM CDT,2020-07-28,Haliaeetus leucocephalus,Bald Eagle,Olympic National Park
56335733,2020/08/12 8:54 AM PDT,2020-08-12,Falco sparverius,American Kestrel,Olympic National Park
56335735,2020/08/12 11:22 AM PDT,2020-08-12,Setophaga coronata,Yellow-rumped Warbler,Olympic National Park
56335737,2020/08/12 10:28 AM PDT,2020-08-12,Corvus corax,Common Raven,Olympic National Park
