id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name
149297567,2023/02/20 9:04 AM,2023-02-20,2023-02-20 17:04:00 +0000,Pipilo maculatus,Spotted Towhee
149297572,2023/02/20 9:32 AM,2023-02-20,2023-02-20 17:32:00 +0000,Salpinctes obsoletus,Rock Wren
149297575,2023/02/20 9:40 AM,2023-02-20,2023-02-20 17:40:00 +0000,Salpinctes obsoletus,Rock Wren
149297587,2023/02/20 10:58 AM,2023-02-20,2023-02-20 18:58:00 +0000,Amphispiza bilineata,Black-throated Sparrow
149535242,2023/02/23 2:25 PM,2023-02-23,2023-02-23 22:25:00 +0000,Lanius ludovicianus,Loggerhead Shrike
149535243,2023/02/23 2:28 PM,2023-02-23,2023-02-23 22:28:00 +0000,Phainopepla nitens,Phainopepla
149535303,2023/02/23 4:21 PM,2023-02-23,2023-02-24 00:21:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
149567078,2023-02-21 11:28:54-08:00,2023-02-21,2023-02-21 19:28:54 +0000,Dryobates scalaris,Ladder-backed Woodpecker
149572294,2023-02-22 14:50:45-08:00,2023-02-22,2023-02-22 22:50:45 +0000,Zonotrichia leucophrys,White-crowned Sparrow
149642665,2023-02-25 07:57:12-08:00,2023-02-25,2023-02-25 15:57:12 +0000,Campylorhynchus brunneicapillus,Cactus Wren
149661104,2023-02-21 15:05:25-07:00,2023-02-21,2023-02-21 22:05:25 +0000,Corvus corax,Common Raven
149661137,2023-02-21 15:57:24-07:00,2023-02-21,2023-02-21 22:57:24 +0000,Spizella breweri,Brewer's Sparrow
149675776,2023/02/11 1:54 PM,2023-02-11,2023-02-11 21:54:00 +0000,Auriparus flaviceps,Verdin
149675780,2023/02/11 2:17 PM,2023-02-11,2023-02-11 22:17:00 +0000,Buteo jamaicensis,Red-tailed Hawk
149698968,2023/02/10 1:59 PM,2023-02-10,2023-02-10 21:59:00 +0000,Turdus migratorius,American Robin
149699770,2023/02/10 1:43 PM,2023-02-10,2023-02-10 21:43:00 +0000,Colaptes auratus,Northern Flicker
149760740,2023-02-26 11:44:24-08:00,2023-02-26,2023-02-26 19:44:24 +0000,Corthylio calendula,Ruby-crowned Kinglet
149981606,2023-02-25 07:45:21-08:00,2023-02-25,2023-02-25 15:45:21 +0000,Sayornis saya,Say's Phoebe
150000129,2023/02/26 10:48 AM,2023-02-26,2023-02-26 18:48:00 +0000,Auriparus flaviceps,Verdin
150000291,2023/02/27 7:57 AM,2023-02-27,2023-02-27 15:57:00 +0000,Sturnella neglecta,Western Meadowlark
150000756,2023/02/27 8:57 AM,2023-02-27,2023-02-27 16:57:00 +0000,Sayornis saya,Say's Phoebe
150027199,2023/02/27 9:08 AM,2023-02-27,2023-02-27 17:08:00 +0000,Amphispiza bilineata,Black-throated Sparrow
150027201,2023/02/27 9:16 AM,2023-02-27,2023-02-27 17:16:00 +0000,Sayornis saya,Say's Phoebe
150027202,2023/02/27 9:17 AM,2023-02-27,2023-02-27 17:17:00 +0000,Sayornis saya,Say's Phoebe
150148323,2022/07/16 5:53 AM,2022-07-16,2022-07-16 12:53:00 +0000,Salpinctes obsoletus,Rock Wren
150148324,2022/07/16 6:07 AM,2022-07-16,2022-07-16 13:07:00 +0000,Amphispiza bilineata,Black-throated Sparrow
150148325,2022/07/16 6:10 AM,2022-07-16,2022-07-16 13:10:00 +0000,Myiarchus cinerascens,Ash-throated Flycatcher
150148326,2022/07/16 6:15 AM,2022-07-16,2022-07-16 13:15:00 +0000,Cathartes aura,Turkey Vulture
150148334,2022/07/16 6:43 AM,2022-07-16,2022-07-16 13:43:00 +0000,Amphispiza bilineata,Black-throated Sparrow
150163143,2023-03-03 13:16:38-08:00,2023-03-03,2023-03-03 21:16:38 +0000,Phainopepla nitens,Phainopepla
150173225,2023/02/28 12:23 PM,2023-02-28,2023-02-28 20:23:00 +0000,Sialia currucoides,Mountain Bluebird
150173226,2023/02/28 1:17 PM,2023-02-28,2023-02-28 21:17:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
150210755,2022/07/16 7:01 AM,2022-07-16,2022-07-16 14:01:00 +0000,Corvus corax,Common Raven
150210766,2022/07/16 7:27 AM,2022-07-16,2022-07-16 14:27:00 +0000,Aphelocoma californica,California Scrub-Jay
150210767,2022/07/16 7:37 AM,2022-07-16,2022-07-16 14:37:00 +0000,Lanius ludovicianus,Loggerhead Shrike
150212410,2022/07/16 8:37 AM,2022-07-16,2022-07-16 15:37:00 +0000,Molothrus ater,Brown-headed Cowbird
150220813,2022/07/16 9:40 AM,2022-07-16,2022-07-16 16:40:00 +0000,Amphispiza bilineata,Black-throated Sparrow
150220816,2022/07/16 9:51 AM,2022-07-16,2022-07-16 16:51:00 +0000,Callipepla gambelii,Gambel's Quail
150220817,2022/07/16 9:56 AM,2022-07-16,2022-07-16 16:56:00 +0000,Zenaida macroura,Mourning Dove
150220818,2022/07/16 9:54 AM,2022-07-16,2022-07-16 16:54:00 +0000,Mimus polyglottos,Northern Mockingbird
150390069,2023/03/05 12:12 PM,2023-03-05,2023-03-05 20:12:00 +0000,Corvus corax,Common Raven
150390074,2023/03/05 6:07 PM,2023-03-05,2023-03-06 02:07:00 +0000,Corvus corax,Common Raven
150440263,2023/02/15 9:54 AM,2023-02-15,2023-02-15 17:54:00 +0000,Sialia currucoides,Mountain Bluebird
150440895,2023/02/15 10:23 AM,2023-02-15,2023-02-15 18:23:00 +0000,Corvus corax,Common Raven
150441470,2023/02/15 10:46 AM,2023-02-15,2023-02-15 18:46:00 +0000,Sayornis saya,Say's Phoebe
150442354,2023/02/15 10:47 AM,2023-02-15,2023-02-15 18:47:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
150442355,2023/02/15 10:47 AM,2023-02-15,2023-02-15 18:47:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
150459998,2023/02/15 11:24 AM,2023-02-15,2023-02-15 19:24:00 +0000,Catharus guttatus,Hermit Thrush
150460543,2023/02/15 11:56 AM,2023-02-15,2023-02-15 19:56:00 +0000,Salpinctes obsoletus,Rock Wren
150549996,2023-03-07 11:27:36-08:00,2023-03-07,2023-03-07 19:27:36 +0000,Sialia currucoides,Mountain Bluebird
150635969,2022-12-22 11:04:52-08:00,2022-12-22,2022-12-22 19:04:52 +0000,Melozone crissalis,California Towhee
150709638,2023/03/03 11:20 PM,2023-03-03,2023-03-04 07:20:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
150709639,2023/03/03 10:34 PM,2023-03-03,2023-03-04 06:34:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
150709640,2023/03/03 10:25 PM,2023-03-03,2023-03-04 06:25:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
150709647,2023/03/03 10:12 PM,2023-03-03,2023-03-04 06:12:00 +0000,Aphelocoma californica,California Scrub-Jay
150709649,2023/03/03 9:54 PM,2023-03-03,2023-03-04 05:54:00 +0000,Corvus corax,Common Raven
150709754,2023/03/03 1:45 AM,2023-03-03,2023-03-03 09:45:00 +0000,Sialia currucoides,Mountain Bluebird
150709755,2023/03/03 2:11 AM,2023-03-03,2023-03-03 10:11:00 +0000,Amphispiza bilineata,Black-throated Sparrow
150709756,2023/03/03 2:30 AM,2023-03-03,2023-03-03 10:30:00 +0000,Salpinctes obsoletus,Rock Wren
150764285,2022/01/22 4:47 PM,2022-01-22,2022-01-23 00:47:00 +0000,Callipepla gambelii,Gambel's Quail
150764286,2022/01/22 2:11 PM,2022-01-22,2022-01-22 22:11:00 +0000,Phainopepla nitens,Phainopepla
150849972,2023-03-11 08:57:15,2023-03-11,2023-03-11 16:57:15 +0000,Amphispiza bilineata,Black-throated Sparrow
150895789,2023/03/11 3:58 PM,2023-03-11,2023-03-11 23:58:00 +0000,Turdus migratorius,American Robin
150896156,2023/03/11 4:05 PM,2023-03-11,2023-03-12 00:05:00 +0000,Mimus polyglottos,Northern Mockingbird
150896747,2023/03/11 4:09 PM,2023-03-11,2023-03-12 00:09:00 +0000,Callipepla gambelii,Gambel's Quail
150971401,2023/03/08 4:48 PM,2023-03-08,2023-03-09 00:48:00 +0000,Sialia currucoides,Mountain Bluebird
150974079,2023/03/12 11:57 AM,2023-03-12,2023-03-12 18:57:00 +0000,Corvus corax,Common Raven
150974085,2023/03/12 1:23 PM,2023-03-12,2023-03-12 20:23:00 +0000,Aphelocoma californica,California Scrub-Jay
150974086,2023/03/12 12:55 PM,2023-03-12,2023-03-12 19:55:00 +0000,Thryomanes bewickii,Bewick's Wren
151004310,2023-03-07 13:02:57-08:00,2023-03-07,2023-03-07 21:02:57 +0000,Zonotrichia leucophrys,White-crowned Sparrow
151004434,2023-03-07 12:47:01-08:00,2023-03-07,2023-03-07 20:47:01 +0000,Dryobates scalaris,Ladder-backed Woodpecker
151040156,2023/03/12 12:40 PM,2023-03-12,2023-03-12 19:40:00 +0000,Icterus cucullatus,Hooded Oriole
151041307,2023/03/11 12:20 PM,2023-03-11,2023-03-11 20:20:00 +0000,Mimus polyglottos,Northern Mockingbird
151042576,2023/03/12 10:55 AM,2023-03-12,2023-03-12 17:55:00 +0000,Callipepla gambelii,Gambel's Quail
151046343,2019/03/14 11:35 AM,2019-03-14,2019-03-14 18:35:00 +0000,Corvus corax,Common Raven
151072981,2023/03/11 11:50 AM,2023-03-11,2023-03-11 19:50:00 +0000,Mimus polyglottos,Northern Mockingbird
151076875,Mon Mar 13 2023 16:04:05 GMT -0700 (PDT),2023-03-13,2023-03-13 23:04:05 +0000,Geococcyx californianus,Greater Roadrunner
151083384,2023/03/13 11:45 AM,2023-03-13,2023-03-13 18:45:00 +0000,Salpinctes obsoletus,Rock Wren
151083388,2023/03/13 12:10 PM,2023-03-13,2023-03-13 19:10:00 +0000,Aphelocoma californica,California Scrub-Jay
151083394,2023/03/13 12:30 PM,2023-03-13,2023-03-13 19:30:00 +0000,Phainopepla nitens,Phainopepla
151132356,2023-03-09 18:03:23-08:00,2023-03-09,2023-03-10 02:03:23 +0000,Bubo virginianus,Great Horned Owl
151156481,2023-03-12 06:56:51,2023-03-12,2023-03-12 13:56:51 +0000,Toxostoma redivivum,California Thrasher
151158264,2023-03-11 09:43:37-08:00,2023-03-11,2023-03-11 17:43:37 +0000,Aphelocoma californica,California Scrub-Jay
151176479,Tue Mar 14 2023 15:41:26 GMT -0700 (PDT),2023-03-14,2023-03-14 22:41:26 +0000,Phainopepla nitens,Phainopepla
151188730,2023-03-10 09:43:12-08:00,2023-03-10,2023-03-10 17:43:12 +0000,Amphispiza bilineata,Black-throated Sparrow
151242270,2023-03-11 14:41:15,2023-03-11,2023-03-11 22:41:15 +0000,Sialia currucoides,Mountain Bluebird
151244938,2023-03-12 06:59:44,2023-03-12,2023-03-12 13:59:44 +0000,Aphelocoma californica,California Scrub-Jay
151262936,2023-03-15 17:54:29-07:00,2023-03-15,2023-03-16 00:54:29 +0000,Amphispiza bilineata,Black-throated Sparrow
151270931,2023-03-15 17:28:43,2023-03-15,2023-03-16 00:28:43 +0000,Salpinctes obsoletus,Rock Wren
151271599,2023-03-15 16:31:12,2023-03-15,2023-03-15 23:31:12 +0000,Phainopepla nitens,Phainopepla
151273067,2023-03-15 15:58:47,2023-03-15,2023-03-15 22:58:47 +0000,Corvus corax,Common Raven
151273569,2023-03-15 15:00:50,2023-03-15,2023-03-15 22:00:50 +0000,Amphispiza bilineata,Black-throated Sparrow
151273711,2023-03-14 09:50:45,2023-03-14,2023-03-14 16:50:45 +0000,Phainopepla nitens,Phainopepla
151275537,2023/03/15 12:18 PM,2023-03-15,2023-03-15 19:18:00 +0000,Calypte costae,Costa's Hummingbird
151321115,2023-03-11 13:55:38-08:00,2023-03-11,2023-03-11 21:55:38 +0000,Phainopepla nitens,Phainopepla
151349757,2023-03-16 13:37:26,2023-03-16,2023-03-16 20:37:26 +0000,Aphelocoma californica,California Scrub-Jay
151351402,2023-03-16 08:38:07,2023-03-16,2023-03-16 15:38:07 +0000,Callipepla gambelii,Gambel's Quail
151351546,2023-03-16 15:56:58,2023-03-16,2023-03-16 22:56:58 +0000,Aphelocoma californica,California Scrub-Jay
151355277,2023-03-12 09:28:18-07:00,2023-03-12,2023-03-12 16:28:18 +0000,Aphelocoma californica,California Scrub-Jay
151364082,2023-03-16 16:26:34-07:00,2023-03-16,2023-03-16 23:26:34 +0000,Colaptes auratus,Northern Flicker
151427571,2023-03-17 12:04:56-07:00,2023-03-17,2023-03-17 19:04:56 +0000,Haemorhous mexicanus,House Finch
151444799,2023-03-17 13:10:29,2023-03-17,2023-03-17 20:10:29 +0000,Salpinctes obsoletus,Rock Wren
151492213,2023-03-14 13:40:53-07:00,2023-03-14,2023-03-14 20:40:53 +0000,Callipepla gambelii,Gambel's Quail
151544934,2023-03-12 13:24:43-07:00,2023-03-12,2023-03-12 20:24:43 +0000,Phainopepla nitens,Phainopepla
151610152,2023/03/04 3:45 PM,2023-03-04,2023-03-04 23:45:00 +0000,Troglodytes aedon,Northern House Wren
151642802,2023-03-18 13:15:57-07:00,2023-03-18,2023-03-18 20:15:57 +0000,Phainopepla nitens,Phainopepla
151693791,2023-03-19 16:27:10-07:00,2023-03-19,2023-03-19 23:27:10 +0000,Salpinctes obsoletus,Rock Wren
151695710,2023-03-19 14:52:49-07:00,2023-03-19,2023-03-19 21:52:49 +0000,Corvus corax,Common Raven
151793655,2023-03-20 15:12:31-07:00,2023-03-20,2023-03-20 22:12:31 +0000,Aphelocoma californica,California Scrub-Jay
151799727,2023-03-09 09:32:26-08:00,2023-03-09,2023-03-09 17:32:26 +0000,Aphelocoma californica,California Scrub-Jay
151808264,2023/03/19 12:09 PM,2023-03-19,2023-03-19 19:09:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
151808265,2023/03/19 12:15 PM,2023-03-19,2023-03-19 19:15:00 +0000,Turdus migratorius,American Robin
151808266,2023/03/19 12:25 PM,2023-03-19,2023-03-19 19:25:00 +0000,Mimus polyglottos,Northern Mockingbird
151808274,2023/03/19 12:48 PM,2023-03-19,2023-03-19 19:48:00 +0000,Phainopepla nitens,Phainopepla
151808275,2023/03/19 12:50 PM,2023-03-19,2023-03-19 19:50:00 +0000,Turdus migratorius,American Robin
151808277,2023/03/19 12:50 PM,2023-03-19,2023-03-19 19:50:00 +0000,Cathartes aura,Turkey Vulture
151808278,2023/03/19 12:51 PM,2023-03-19,2023-03-19 19:51:00 +0000,Phainopepla nitens,Phainopepla
151808279,2023/03/19 1:16 PM,2023-03-19,2023-03-19 20:16:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
151808280,2023/03/19 1:14 PM,2023-03-19,2023-03-19 20:14:00 +0000,Phainopepla nitens,Phainopepla
151812643,2023-03-20 15:12:31-07:00,2023-03-20,2023-03-20 22:12:31 +0000,Aphelocoma californica,California Scrub-Jay
151841259,2023-03-20 11:56:13,2023-03-20,2023-03-20 18:56:13 +0000,Amphispiza bilineata,Black-throated Sparrow
151893547,2023-03-19 11:07:44,2023-03-19,2023-03-19 18:07:44 +0000,Corvus corax,Common Raven
151937920,2023-03-22 10:50:59,2023-03-22,2023-03-22 17:50:59 +0000,Lanius ludovicianus,Loggerhead Shrike
151938359,2023-03-21 11:46:26,2023-03-21,2023-03-21 18:46:26 +0000,Buteo jamaicensis,Red-tailed Hawk
151938499,2023-03-21 11:32:12,2023-03-21,2023-03-21 18:32:12 +0000,Pipilo maculatus,Spotted Towhee
151954990,2023/03/14 8:51 AM,2023-03-14,2023-03-14 15:51:00 +0000,Amphispiza bilineata,Black-throated Sparrow
151954992,2023/03/14 8:43 AM,2023-03-14,2023-03-14 15:43:00 +0000,Salpinctes obsoletus,Rock Wren
151962596,2023-03-07 17:22:58,2023-03-07,2023-03-08 01:22:58 +0000,Lanius ludovicianus,Loggerhead Shrike
151968109,2023-03-22 11:02:45-07:00,2023-03-22,2023-03-22 18:02:45 +0000,Phainopepla nitens,Phainopepla
151973795,2023/03/22 8:48 AM,2023-03-22,2023-03-22 15:48:00 +0000,Callipepla gambelii,Gambel's Quail
151973796,2023/03/22 8:51 AM,2023-03-22,2023-03-22 15:51:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
151973797,2023/03/22 8:49 AM,2023-03-22,2023-03-22 15:49:00 +0000,Phainopepla nitens,Phainopepla
151973801,2023/03/22 8:52 AM,2023-03-22,2023-03-22 15:52:00 +0000,Mimus polyglottos,Northern Mockingbird
151982421,2023/03/22 11:27 AM,2023-03-22,2023-03-22 18:27:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
151984941,2023-03-22 11:04:32-07:00,2023-03-22,2023-03-22 18:04:32 +0000,Melozone crissalis,California Towhee
151994668,2023-03-22 13:12:07-07:00,2023-03-22,2023-03-22 20:12:07 +0000,Zonotrichia leucophrys,White-crowned Sparrow
152040989,2023-03-17 09:56:41,2023-03-17,2023-03-17 16:56:41 +0000,Amphispiza bilineata,Black-throated Sparrow
152040999,2023-03-17 10:10:19,2023-03-17,2023-03-17 17:10:19 +0000,Colaptes auratus,Northern Flicker
152041004,2023-03-17 10:11:45,2023-03-17,2023-03-17 17:11:45 +0000,Calypte costae,Costa's Hummingbird
152041015,2023-03-17 10:14:17,2023-03-17,2023-03-17 17:14:17 +0000,Phainopepla nitens,Phainopepla
152041027,2023-03-17 10:23:24,2023-03-17,2023-03-17 17:23:24 +0000,Haemorhous mexicanus,House Finch
152041039,2023-03-17 10:47:39,2023-03-17,2023-03-17 17:47:39 +0000,Calypte costae,Costa's Hummingbird
152061901,2023-03-18 09:42:51,2023-03-18,2023-03-18 16:42:51 +0000,Amphispiza bilineata,Black-throated Sparrow
152061908,2023-03-18 09:42:58,2023-03-18,2023-03-18 16:42:58 +0000,Campylorhynchus brunneicapillus,Cactus Wren
152061922,2023-03-18 11:50:51,2023-03-18,2023-03-18 18:50:51 +0000,Calypte costae,Costa's Hummingbird
152061964,2023-03-18 12:04:29,2023-03-18,2023-03-18 19:04:29 +0000,Spinus psaltria,Lesser Goldfinch
152061971,2023-03-18 12:10:43,2023-03-18,2023-03-18 19:10:43 +0000,Amphispiza bilineata,Black-throated Sparrow
152061982,2023-03-18 12:42:02,2023-03-18,2023-03-18 19:42:02 +0000,Corvus corax,Common Raven
152062019,2023-03-18 15:36:03,2023-03-18,2023-03-18 22:36:03 +0000,Phainopepla nitens,Phainopepla
152062024,2023-03-18 15:48:31,2023-03-18,2023-03-18 22:48:31 +0000,Myadestes townsendi,Townsend's Solitaire
152065538,2023-03-18 15:58:43,2023-03-18,2023-03-18 22:58:43 +0000,Campylorhynchus brunneicapillus,Cactus Wren
152065550,2023-03-18 16:11:30,2023-03-18,2023-03-18 23:11:30 +0000,Catherpes mexicanus,Canyon Wren
152065605,2023-03-18 16:33:12,2023-03-18,2023-03-18 23:33:12 +0000,Haemorhous mexicanus,House Finch
152065618,2023-03-18 16:33:47,2023-03-18,2023-03-18 23:33:47 +0000,Sayornis saya,Say's Phoebe
152065641,2023-03-18 17:13:41,2023-03-18,2023-03-19 00:13:41 +0000,Turdus migratorius,American Robin
152071573,2023/03/09 2:13 PM,2023-03-09,2023-03-09 22:13:00 +0000,Amphispiza bilineata,Black-throated Sparrow
152118296,2023-03-15 02:17:00-07:00,2023-03-15,2023-03-15 09:17:00 +0000,Amphispiza bilineata,Black-throated Sparrow
152145233,2023/03/04 10:09 AM,2023-03-04,2023-03-04 18:09:00 +0000,Sialia currucoides,Mountain Bluebird
152145236,2023/03/04 10:02 AM,2023-03-04,2023-03-04 18:02:00 +0000,Oreoscoptes montanus,Sage Thrasher
152145237,2023/03/04 10:01 AM,2023-03-04,2023-03-04 18:01:00 +0000,Sialia currucoides,Mountain Bluebird
152146416,2023/03/04 10:29 AM,2023-03-04,2023-03-04 18:29:00 +0000,Turdus migratorius,American Robin
152147999,2023/03/04 11:06 AM,2023-03-04,2023-03-04 19:06:00 +0000,Callipepla gambelii,Gambel's Quail
152148002,2023/03/04 11:03 AM,2023-03-04,2023-03-04 19:03:00 +0000,Phainopepla nitens,Phainopepla
152149166,2023/03/04 11:22 AM,2023-03-04,2023-03-04 19:22:00 +0000,Salpinctes obsoletus,Rock Wren
152149169,2023/03/04 11:18 AM,2023-03-04,2023-03-04 19:18:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
152149170,2023/03/04 11:12 AM,2023-03-04,2023-03-04 19:12:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
152150749,2023/03/04 11:41 AM,2023-03-04,2023-03-04 19:41:00 +0000,Amphispiza bilineata,Black-throated Sparrow
152152679,2023/03/04 12:25 PM,2023-03-04,2023-03-04 20:25:00 +0000,Phainopepla nitens,Phainopepla
152152680,2023/03/04 12:21 PM,2023-03-04,2023-03-04 20:21:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
152154001,2023/03/04 12:26 PM,2023-03-04,2023-03-04 20:26:00 +0000,Cathartes aura,Turkey Vulture
152155878,2023/03/04 1:02 PM,2023-03-04,2023-03-04 21:02:00 +0000,Spinus psaltria,Lesser Goldfinch
152271385,2023/03/17 9:58 AM,2023-03-17,2023-03-17 16:58:00 +0000,Salpinctes obsoletus,Rock Wren
152307854,2023-03-25 16:20:23-07:00,2023-03-25,2023-03-25 23:20:23 +0000,Amphispiza bilineata,Black-throated Sparrow
152308234,2023-03-25 16:20:19-07:00,2023-03-25,2023-03-25 23:20:19 +0000,Lanius ludovicianus,Loggerhead Shrike
152308799,2023-03-25 16:19:47-07:00,2023-03-25,2023-03-25 23:19:47 +0000,Campylorhynchus brunneicapillus,Cactus Wren
152308932,2023-03-25 16:19:54-07:00,2023-03-25,2023-03-25 23:19:54 +0000,Dryobates scalaris,Ladder-backed Woodpecker
152319801,2023-03-25 14:10:07,2023-03-25,2023-03-25 21:10:07 +0000,Turdus migratorius,American Robin
152323580,2023-03-25 07:54:22-07:00,2023-03-25,2023-03-25 14:54:22 +0000,Campylorhynchus brunneicapillus,Cactus Wren
152324406,2023-03-24 09:27:40-07:00,2023-03-24,2023-03-24 16:27:40 +0000,Toxostoma redivivum,California Thrasher
152324710,2023-03-25 14:25:47,2023-03-25,2023-03-25 21:25:47 +0000,Dryobates scalaris,Ladder-backed Woodpecker
152327926,2023-03-25 13:40:57,2023-03-25,2023-03-25 20:40:57 +0000,Aphelocoma californica,California Scrub-Jay
152373856,2023-02-19 14:34:00-08:00,2023-02-19,2023-02-19 22:34:00 +0000,Sayornis saya,Say's Phoebe
152374076,2023-02-18 08:29:00-08:00,2023-02-18,2023-02-18 16:29:00 +0000,Auriparus flaviceps,Verdin
152374790,2023-02-19 13:16:00-08:00,2023-02-19,2023-02-19 21:16:00 +0000,Amphispiza bilineata,Black-throated Sparrow
152427816,2023-03-25 18:27:29-07:00,2023-03-25,2023-03-26 01:27:29 +0000,Sialia currucoides,Mountain Bluebird
152430029,2023-02-18 13:45:00-08:00,2023-02-18,2023-02-18 21:45:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
152438450,2023-03-26 13:15:47,2023-03-26,2023-03-26 20:15:47 +0000,Turdus migratorius,American Robin
152466899,2023-03-26 15:00:26,2023-03-26,2023-03-26 22:00:26 +0000,Lanius ludovicianus,Loggerhead Shrike
152473009,2023/03/22 9:56 AM,2023-03-22,2023-03-22 16:56:00 +0000,Callipepla gambelii,Gambel's Quail
152473013,2023/03/22 9:57 AM,2023-03-22,2023-03-22 16:57:00 +0000,Callipepla gambelii,Gambel's Quail
152473015,2023/03/22 10:51 AM,2023-03-22,2023-03-22 17:51:00 +0000,Corvus corax,Common Raven
152473430,2023/03/22 10:29 AM,2023-03-22,2023-03-22 17:29:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
152579707,2023/03/27 2:58 PM,2023-03-27,2023-03-27 21:58:00 +0000,Geococcyx californianus,Greater Roadrunner
152586771,2023-03-27 12:17:32,2023-03-27,2023-03-27 19:17:32 +0000,Eremophila alpestris,Horned Lark
152586805,2023-03-16 09:52:54,2023-03-16,2023-03-16 16:52:54 +0000,Aphelocoma californica,California Scrub-Jay
152665462,2023-03-28 11:49:45-07:00,2023-03-28,2023-03-28 18:49:45 +0000,Amphispiza bilineata,Black-throated Sparrow
152702103,2023/03/25 6:46 PM,2023-03-25,2023-03-26 01:46:00 +0000,Aeronautes saxatalis,White-throated Swift
152702104,2023/03/25 10:18 AM,2023-03-25,2023-03-25 17:18:00 +0000,Sayornis saya,Say's Phoebe
152702105,2023/03/25 10:23 AM,2023-03-25,2023-03-25 17:23:00 +0000,Turdus migratorius,American Robin
152702106,2023/03/25 9:37 AM,2023-03-25,2023-03-25 16:37:00 +0000,Spizella breweri,Brewer's Sparrow
152702107,2023/03/26 10:34 AM,2023-03-26,2023-03-26 17:34:00 +0000,Corvus corax,Common Raven
152702108,2023/03/25 10:18 AM,2023-03-25,2023-03-25 17:18:00 +0000,Sayornis saya,Say's Phoebe
152702109,2023/03/25 10:00 AM,2023-03-25,2023-03-25 17:00:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
152702110,2023/03/25 10:23 AM,2023-03-25,2023-03-25 17:23:00 +0000,Spizella breweri,Brewer's Sparrow
152702111,2023/03/25 9:51 AM,2023-03-25,2023-03-25 16:51:00 +0000,Toxostoma lecontei,LeConte's Thrasher
